borrower_id,age,gender,education_level,employment_type,years_experience,household_size,rural_urban,monthly_income_usd,loan_amount_usd,loan_amount_local,tenor_days,term_months,interest_rate_apr,interest_rate_daily,repayment_frequency,grace_period_days,loan_purpose,has_collateral,collateral_type,group_lending,previous_loans_count,previous_defaults,credit_score,inflation_rate,region_gdp_growth,default_30d,default_90d,default
78786167-34a2-4937-bc7e-fbbd58dc9b25,46,Male,Secondary,Self-employed,14,3,Urban,241.58,214.17,5170.53,252,12,15.56,0.000426,Weekly,4,Services,1,Equipment,1,2,0,510,12.35,0.96,0,0,0
7dad9091-b91b-4570-86a4-c5336b5bc6e7,44,Female,None,Self-employed,10,8,Rural,103.03,161.0,4013.36,149,3,15.5,0.000425,Bi-weekly,1,Trading,0,None,1,0,0,550,13.53,-0.64,0,0,0
63eb1582-61eb-4873-a392-d5630d0d2ac3,36,Female,Secondary,Self-employed,10,4,Urban,99.26,341.02,9333.2,270,12,18.54,0.000508,Weekly,3,Education,1,Vehicle,0,1,0,522,7.93,2.44,0,0,0
c04fde33-fe30-4d32-8d01-c743f5a7a654,49,Female,Tertiary,Self-employed,15,8,Rural,1065.01,1094.45,31251.84,357,12,11.2,0.000307,Bi-weekly,3,Agriculture,1,Land,0,3,0,651,12.56,-0.94,0,0,0
bb94ca85-3a69-4375-9e7d-d7d9ca79a1c6,41,Female,Secondary,Informal,7,6,Urban,314.59,764.07,17716.25,293,9,13.77,0.000377,Weekly,2,Agriculture,1,Land,0,1,1,618,10.75,6.0,0,0,0
0d2bd393-99ad-4611-83f7-252127d8a63f,25,Female,Secondary,Self-employed,2,8,Rural,199.01,217.03,5820.13,71,6,23.82,0.000653,Bi-weekly,1,Agriculture,0,None,0,3,0,551,9.53,2.28,1,1,1
0eec3745-a511-4099-9df2-1a563659fcf5,39,Female,None,Self-employed,10,4,Rural,153.42,209.03,4355.6,33,12,12.56,0.000344,Monthly,1,Agriculture,0,None,1,0,0,700,6.33,2.07,0,0,0
59e96e42-cbe0-41e6-93dd-1838545191f6,23,Female,None,Unemployed,7,5,Urban,102.03,54.77,1110.48,319,6,16.08,0.000441,Bi-weekly,4,Trading,0,None,1,3,0,542,12.1,3.48,0,0,0
47733834-a241-45a6-ae91-0b6544a4fe45,46,Female,Secondary,Self-employed,7,5,Rural,138.62,64.61,1441.93,331,3,14.27,0.000391,Monthly,2,Agriculture,0,None,1,0,0,600,6.15,4.51,0,0,0
6ac2d923-ecca-4484-b2f5-2dcd33dbe72b,34,Female,Primary,Informal,7,11,Urban,265.23,440.15,10758.98,231,12,9.88,0.000271,Weekly,4,Agriculture,0,None,0,2,0,638,8.6,3.8,0,0,0
6328b7f4-9b3a-4a59-8a97-9ea539c253fa,33,Male,Tertiary,Unemployed,6,7,Urban,365.5,902.39,19856.6,257,12,12.44,0.000341,Monthly,3,Trading,0,None,1,1,0,673,10.27,0.94,0,0,0
d3e9cef7-ca23-47a9-83f5-fc31370094cc,27,Male,Secondary,Informal,7,5,Urban,70.7,153.4,4136.5,298,6,12.49,0.000342,Monthly,3,Education,0,None,1,0,0,459,14.81,4.02,0,0,0
8030ae8c-554a-4711-b001-17b249c63a79,50,Female,Tertiary,Self-employed,12,10,Urban,623.34,1647.53,41291.85,354,24,18.34,0.000502,Weekly,1,Services,1,Land,1,2,0,683,10.83,1.46,0,0,0
436573f7-70a1-4012-bd68-65b3d6f77a8d,33,Female,Primary,Salaried,6,10,Rural,180.78,330.4,8567.01,164,3,12.8,0.000351,Monthly,2,Agriculture,1,Equipment,1,4,1,577,6.88,-0.72,0,0,0
9a620b01-6d21-4cc5-ba17-c49747f549b1,30,Female,Secondary,Informal,11,3,Urban,166.35,78.24,1915.22,114,6,19.15,0.000525,Monthly,3,Services,0,None,1,3,0,553,11.87,2.51,0,0,0
8420f36b-0810-403d-9bb5-66f866c35bee,31,Female,Primary,Informal,5,5,Rural,362.9,855.27,20621.6,55,18,13.26,0.000363,Bi-weekly,1,Agriculture,0,None,0,1,1,574,12.82,3.67,0,1,1
52497e8c-06be-4914-9ad9-327ebce350f4,41,Male,Tertiary,Self-employed,9,4,Urban,653.76,644.47,16030.7,291,3,16.91,0.000463,Bi-weekly,3,Trading,1,Vehicle,1,1,1,613,9.75,1.16,0,0,0
5c8f1239-c5ba-4c4f-81d8-1fda5a0075a6,39,Female,Secondary,Informal,4,2,Rural,183.16,458.43,12800.18,193,3,16.42,0.00045,Bi-weekly,3,Agriculture,0,None,1,2,0,653,14.47,3.07,0,0,0
698c4ecc-b40b-4a25-ac53-0f76da5a57b6,40,Female,Primary,Informal,7,5,Rural,132.32,50.0,1264.97,280,9,15.48,0.000424,Weekly,1,Health,0,None,1,2,0,486,10.1,0.72,0,0,0
e005373c-5546-454a-acd4-5249fe93e5b7,40,Female,Primary,Informal,11,1,Urban,150.99,301.45,7609.32,276,12,17.97,0.000492,Monthly,3,Trading,0,None,1,3,0,523,5.92,3.72,0,0,0
b797022e-9158-4612-b027-90c1d2c51733,61,Male,Tertiary,Self-employed,17,5,Rural,256.0,799.49,18725.13,321,24,15.95,0.000437,Monthly,0,Agriculture,1,Vehicle,0,1,0,590,5.03,1.3,1,1,1
a4d50386-2f16-4d60-a940-1ce7ad58e9a3,30,Male,Tertiary,Informal,9,5,Urban,166.74,548.55,12888.17,156,6,17.64,0.000483,Weekly,2,Agriculture,0,None,1,4,0,541,8.32,6.94,0,0,0
84320692-dcec-404e-9050-c5c62c2cffc7,29,Female,None,Self-employed,8,5,Urban,148.28,301.11,7221.61,176,9,10.69,0.000293,Monthly,3,Services,0,None,1,0,0,582,10.48,2.91,0,0,0
f0af29b6-9c05-4785-9001-4b8b49439e93,25,Female,Primary,Self-employed,9,4,Urban,368.15,713.96,18508.08,296,12,11.66,0.000319,Bi-weekly,5,Trading,1,Land,1,4,0,536,11.08,1.69,0,0,0
f310d20f-0ee2-47ab-9f10-a8ca12665392,42,Female,Tertiary,Informal,8,4,Rural,675.41,875.82,22323.35,350,3,13.48,0.000369,Weekly,8,Trading,1,Equipment,1,0,0,727,7.32,1.41,0,0,0
b036f633-4651-406d-a976-9ae496146dd2,49,Male,Secondary,Self-employed,6,2,Urban,283.71,514.83,11344.73,313,9,11.89,0.000326,Monthly,3,Agriculture,1,Equipment,0,3,1,500,9.93,3.34,0,0,0
ce83b387-7114-4a89-af69-17de63378a17,34,Female,Secondary,Self-employed,4,2,Rural,63.9,240.06,6162.62,41,6,16.19,0.000444,Bi-weekly,3,Agriculture,0,None,1,3,0,535,5.1,-0.5,0,0,0
a1ccf04a-213b-4779-8b05-d2a0e4f259e7,25,Female,Tertiary,Self-employed,3,5,Urban,97.11,132.6,3458.11,298,9,15.39,0.000422,Monthly,1,Trading,1,Land,1,2,0,530,7.05,2.21,0,0,0
12d8daf0-84be-4b20-85a0-7b0b65a6d822,25,Female,None,Informal,2,5,Urban,190.12,292.44,7569.57,26,6,20.1,0.000551,Weekly,3,Health,0,None,0,2,1,488,9.27,1.73,0,1,1
b3f684be-0c12-47f6-bedd-a9a3506c1478,43,Female,Primary,Informal,11,7,Urban,317.63,257.01,6645.05,168,12,17.6,0.000482,Monthly,2,Health,0,None,0,2,0,623,7.95,7.05,0,0,0
01718f53-edfd-4355-9965-bcd3485b04e1,44,Female,Primary,Salaried,15,4,Urban,234.36,731.56,18942.38,149,12,13.5,0.00037,Weekly,0,Education,0,None,1,2,0,592,6.45,4.17,0,0,0
9cc90914-86ed-4377-a784-0748b97c3284,42,Female,Tertiary,Informal,15,3,Urban,239.73,442.95,11317.75,140,24,15.79,0.000432,Monthly,6,Agriculture,1,Land,0,1,1,456,10.2,0.4,0,0,0
31eb2f96-852a-45d2-b8f6-32f7975e10df,27,Female,Tertiary,Self-employed,7,4,Urban,431.97,418.29,9619.55,293,12,17.92,0.000491,Weekly,4,Agriculture,1,Equipment,1,4,0,655,10.37,3.42,0,0,0
c60c86ed-d05b-482b-afa5-fc4598b8e0ac,38,Male,Secondary,Self-employed,16,1,Urban,329.14,996.89,26369.27,178,12,17.44,0.000478,Weekly,4,Services,0,None,1,4,0,503,14.63,1.02,0,0,0
0b62d966-254c-428b-a2e6-f6a6bb1fd562,36,Male,Secondary,Salaried,7,5,Urban,303.59,603.92,16658.07,245,6,15.77,0.000432,Weekly,6,Education,1,Land,1,2,0,641,6.38,6.27,0,0,0
67683527-79d3-4b7a-9a5d-aa699caeed5b,38,Female,Tertiary,Self-employed,3,6,Urban,111.46,150.01,4035.1,132,3,12.56,0.000344,Weekly,1,Agriculture,0,None,1,2,0,537,6.64,1.1,0,0,0
c61cf3af-162a-42cf-a6cc-2e97a5f43612,45,Female,Secondary,Self-employed,15,8,Rural,226.3,783.63,19913.09,264,24,15.34,0.00042,Monthly,1,Agriculture,0,None,1,3,0,580,13.37,1.87,0,0,0
987b6f35-5395-40e3-87d6-bf8efab69f31,38,Male,Secondary,Self-employed,2,5,Urban,504.69,753.22,18747.12,79,18,12.24,0.000335,Bi-weekly,6,Health,0,None,1,4,0,587,9.45,1.8,0,0,0
a0eaa4cd-faf9-41b3-a47a-61942ca22b1b,43,Female,Tertiary,Self-employed,8,3,Urban,327.61,257.03,6183.91,269,6,17.63,0.000483,Bi-weekly,1,Agriculture,0,None,1,2,0,542,9.84,6.34,0,0,0
32c82656-8b9c-46ac-b290-ee60cabaa7ab,36,Female,Tertiary,Informal,10,3,Rural,468.25,1276.8,28330.63,121,12,17.7,0.000485,Monthly,4,Agriculture,0,None,1,1,0,741,9.72,2.44,0,0,0
9d40642b-76b6-4294-b148-1b4dc8615757,38,Male,Secondary,Informal,9,4,Urban,190.71,248.59,6575.37,184,9,13.55,0.000371,Weekly,3,Education,1,Land,0,0,0,464,13.01,3.99,0,0,0
41dca95b-bc6d-4329-910b-15da8a3f17e6,43,Male,Primary,Self-employed,10,3,Rural,186.62,1691.39,38523.48,183,6,15.9,0.000436,Monthly,7,Agriculture,0,None,0,0,0,439,11.52,4.82,0,0,0
c0ad8e3b-50f7-4f18-afe6-8d310ffff648,18,Female,Tertiary,Salaried,0,2,Urban,442.21,650.02,15900.72,316,6,15.98,0.000438,Monthly,6,Trading,0,None,1,4,0,669,6.57,3.46,0,0,0
d72c0638-1a23-40b0-a12f-96af3b2d0156,31,Male,Tertiary,Informal,7,4,Rural,195.32,101.12,2470.43,218,9,15.61,0.000428,Bi-weekly,6,Agriculture,1,Equipment,1,8,0,545,10.96,3.13,0,0,0
4f68768e-2e19-4071-b85e-735d261ce241,29,Female,Primary,Informal,10,7,Rural,106.38,702.51,18886.71,313,12,12.93,0.000354,Weekly,0,Health,1,Land,1,5,2,308,5.54,4.32,0,0,1
0d12c815-8e92-4ada-9ba1-b33700d3b453,27,Female,Primary,Informal,6,6,Rural,101.76,228.58,5942.22,360,6,13.13,0.00036,Monthly,4,Agriculture,1,Equipment,1,1,0,384,12.93,1.13,0,0,0
50df54a1-4913-4a1f-89c1-3d4389d6a1a7,32,Female,Tertiary,Informal,4,7,Urban,258.2,626.45,15083.67,55,24,17.44,0.000478,Monthly,5,Trading,1,Equipment,0,1,0,668,10.71,4.12,0,0,0
e3a1c5fa-d836-4dbe-b575-e3c7d69b7e61,53,Female,None,Salaried,9,3,Urban,64.11,193.74,4810.49,251,12,16.52,0.000453,Bi-weekly,3,Trading,0,None,0,0,0,567,8.05,2.39,1,1,1
69d7c327-8e9f-4b86-801e-647c59cce9c1,25,Female,None,Self-employed,2,8,Urban,146.56,124.67,3077.97,35,3,17.32,0.000475,Monthly,2,Services,1,Vehicle,0,0,0,527,8.56,4.81,0,0,0
b184612c-b72d-4005-83d8-ec0bb80b8f23,47,Female,Primary,Informal,13,6,Urban,175.08,76.24,1977.22,137,3,15.68,0.00043,Weekly,3,Health,1,Land,0,4,0,482,5.98,3.48,0,0,0
83ccc5fb-c2d6-41cd-8184-6d2a0daab607,18,Female,Secondary,Self-employed,2,6,Urban,232.22,1270.53,29837.3,298,18,10.97,0.0003,Weekly,4,Education,0,None,0,3,1,544,9.89,-0.04,0,0,1
d2fdc558-7f8a-4d9e-b6ee-f0d177ac97c6,31,Female,None,Salaried,4,5,Rural,48.59,50.0,1272.08,58,3,15.62,0.000428,Monthly,1,Agriculture,0,None,1,1,0,455,7.0,4.03,0,0,0
087fddb5-8891-4a74-bd95-e230ebb9e7f8,37,Female,Secondary,Unemployed,1,1,Urban,288.97,1269.72,31356.32,50,9,15.09,0.000413,Bi-weekly,6,Services,0,None,0,0,0,709,7.05,2.57,0,0,0
a2f68a18-1708-4149-8ce0-cba0547d045a,42,Male,Secondary,Self-employed,12,8,Urban,380.38,935.54,26827.23,313,12,13.3,0.000364,Weekly,0,Trading,1,Equipment,0,2,1,568,12.14,0.68,0,1,1
67169eb5-18a3-429a-9bde-82bddb8b472c,44,Male,Primary,Informal,7,6,Urban,205.9,503.06,11980.81,164,12,9.7,0.000266,Weekly,2,Services,0,None,1,2,0,623,8.88,5.9,0,0,0
cfd4a61f-e2cb-4124-9ff7-f52e433f5624,45,Female,Tertiary,Unemployed,13,3,Rural,353.14,541.16,14522.76,122,12,10.95,0.0003,Monthly,1,Agriculture,0,None,1,1,0,601,11.61,4.36,0,0,0
10265fa2-9e44-4f23-86f0-4f832ef3af3c,31,Female,Secondary,Salaried,4,10,Urban,292.56,1652.06,40253.09,186,18,12.68,0.000347,Monthly,3,Health,0,None,1,3,1,510,12.66,0.94,0,0,0
681e99c5-3c37-45b8-be6e-497c967afc90,29,Female,Tertiary,Unemployed,3,5,Urban,425.74,554.33,13783.28,345,3,15.05,0.000412,Monthly,2,Agriculture,0,None,0,4,0,580,10.25,5.34,1,1,1
98977bc5-6cfb-47ef-b49f-c18091455161,45,Male,None,Informal,12,4,Rural,164.28,241.9,6539.77,40,12,17.55,0.000481,Bi-weekly,5,Agriculture,0,None,1,1,0,544,8.78,1.03,0,0,0
83fc29f1-86be-47ef-b791-4d4a96b68392,33,Female,None,Informal,15,3,Rural,152.86,523.09,13508.78,76,6,19.61,0.000537,Monthly,2,Health,0,None,0,2,0,515,11.97,6.04,0,0,0
c9250d8f-8fcf-4422-bcd2-b898bec8d193,20,Male,Secondary,Salaried,4,3,Urban,387.29,520.14,12918.29,123,12,13.7,0.000375,Monthly,3,Education,1,Equipment,1,3,0,653,8.08,1.36,0,0,0
fe49274d-2195-41f6-80b5-5571506c2351,21,Male,Tertiary,Salaried,4,2,Urban,387.92,429.07,10500.6,195,9,16.88,0.000463,Weekly,3,Services,0,None,1,0,0,638,9.49,2.69,0,0,0
dfd80f71-d7b9-462b-913c-8dc8252a3f12,24,Female,Primary,Self-employed,6,4,Urban,85.25,189.52,5134.06,14,24,16.04,0.000439,Monthly,2,Trading,0,None,1,0,0,454,13.36,2.48,0,0,0
0c553db5-58ee-4afa-bf73-6786c6e925d4,41,Female,Secondary,Salaried,4,5,Rural,352.44,957.99,23439.8,260,24,18.54,0.000508,Weekly,3,Education,1,Land,1,4,0,592,8.07,0.18,0,0,0
4357868f-5cff-41be-8dfc-3880b42885c6,37,Male,None,Informal,5,6,Urban,121.15,818.3,20019.45,294,9,19.59,0.000537,Monthly,1,Agriculture,1,Vehicle,0,1,0,489,11.19,0.74,0,0,0
0ffbe5c4-5048-4561-a854-a7d75d376731,43,Female,Primary,Unemployed,2,1,Rural,159.35,1071.48,25697.58,70,6,19.15,0.000525,Monthly,1,Education,0,None,0,4,0,543,10.87,3.85,1,1,1
581bd435-96e5-4e3d-b64c-2dc67be3266d,30,Female,Secondary,Unemployed,12,3,Urban,191.52,120.09,3328.43,10,3,17.49,0.000479,Monthly,1,Education,1,Equipment,1,4,0,541,13.33,3.23,0,0,0
eda00f30-9730-4940-bd85-06e8a1db0995,37,Male,Primary,Self-employed,14,2,Urban,247.82,894.76,20684.23,50,12,14.89,0.000408,Weekly,3,Health,0,None,1,2,1,430,8.61,5.15,0,0,1
66449db1-c21c-485b-b6d1-27bf28f46353,43,Female,None,Self-employed,12,7,Urban,294.32,342.5,8710.7,151,6,15.53,0.000426,Bi-weekly,3,Trading,0,None,1,1,1,567,6.9,3.64,0,0,0
c55a411b-5822-42ec-a6a1-0f30bc506fab,31,Male,None,Salaried,7,6,Rural,120.75,141.18,3600.62,123,3,15.37,0.000421,Weekly,3,Trading,1,Equipment,1,3,0,440,7.91,1.64,0,0,0
cae81df1-f916-409a-9567-2ac43db7cc0f,40,Male,None,Self-employed,4,1,Urban,243.19,380.97,8840.17,292,6,14.17,0.000388,Bi-weekly,3,Agriculture,0,None,1,6,0,627,9.51,6.06,0,0,0
83213ebd-f4e7-49a5-949e-5fa385163b6e,27,Female,Secondary,Self-employed,5,4,Urban,208.37,318.1,7823.65,359,9,11.72,0.000321,Monthly,4,Education,0,None,0,4,0,657,12.27,5.23,0,0,0
63ebd290-c380-4057-8796-3fdcb80545e9,31,Male,Secondary,Self-employed,13,8,Rural,392.23,418.83,10237.43,358,9,9.03,0.000247,Weekly,2,Agriculture,1,Land,1,1,0,665,5.0,1.51,0,0,0
2ba9891e-50ba-4cf1-ad4f-0abcb4f63ad7,30,Female,Secondary,Self-employed,7,7,Urban,224.92,92.04,2217.66,156,3,10.28,0.000282,Monthly,3,Agriculture,1,Equipment,0,0,0,653,12.53,5.37,0,0,0
e810ff49-961e-4f05-9081-87b7a9f2d42f,21,Female,Primary,Salaried,2,4,Urban,98.34,565.35,14224.2,149,6,14.3,0.000392,Bi-weekly,4,Agriculture,1,Vehicle,1,3,0,490,16.25,6.94,0,0,0
2e0436d4-4de8-41b9-81c0-0ad36b1a11d3,41,Male,Tertiary,Self-employed,4,6,Urban,608.85,1447.46,36867.71,126,12,15.04,0.000412,Bi-weekly,2,Health,0,None,1,3,0,555,9.6,2.22,0,0,0
b047fc92-c72d-4936-a942-ff42eaef1804,29,Female,Secondary,Salaried,11,7,Urban,160.56,364.31,8951.0,263,9,16.36,0.000448,Monthly,4,Trading,1,Land,0,1,0,660,15.29,2.51,0,0,1
3951d3dc-025d-4054-a8f3-8a26fc08928c,35,Male,Secondary,Salaried,8,9,Urban,133.7,154.8,4336.4,139,6,15.32,0.00042,Monthly,5,Trading,0,None,0,3,0,539,13.19,3.2,0,0,1
8cea3b85-345e-4636-ab3b-c56a3cad55e9,41,Female,Primary,Self-employed,4,4,Urban,101.38,515.91,12389.34,284,3,17.33,0.000475,Weekly,3,Education,0,None,0,1,0,497,6.05,1.8,0,0,0
21eacd2d-9b4f-4da9-9bd5-54625dd6bd63,40,Male,Primary,Informal,6,8,Urban,279.64,562.94,14293.32,364,12,14.65,0.000401,Monthly,6,Agriculture,0,None,1,1,1,513,11.52,3.55,0,0,1
e97f73fd-9d75-48fa-9ffa-c0a4277eacde,43,Female,Secondary,Unemployed,6,4,Urban,405.14,569.36,14338.54,91,6,18.08,0.000495,Monthly,3,Services,0,None,1,2,0,590,9.95,0.16,0,0,0
42adae1b-7dfc-47c6-a188-a072701a8688,34,Female,Tertiary,Self-employed,7,4,Urban,336.0,250.84,6500.67,39,3,16.86,0.000462,Bi-weekly,5,Services,0,None,0,0,0,615,8.9,5.14,0,0,0
4024aad9-d9ab-41e7-8807-dc8ac0c1265c,30,Female,Tertiary,Salaried,7,4,Rural,152.12,483.94,12253.22,333,6,13.17,0.000361,Weekly,2,Agriculture,0,None,1,1,0,582,13.24,3.39,0,0,0
cad8bb25-15c5-46f1-afef-80a8977fc138,34,Female,Primary,Informal,6,5,Urban,165.45,305.66,7258.27,13,12,18.78,0.000515,Weekly,3,Trading,0,None,0,1,0,534,12.33,5.45,0,0,1
6e31da94-21db-4b48-9928-6595fd092482,18,Female,Secondary,Self-employed,2,7,Rural,154.62,417.55,10847.54,287,12,14.2,0.000389,Weekly,4,Education,0,None,0,3,0,613,6.67,2.43,0,0,0
b9eb6a00-e422-43c8-b783-560f82ad8096,18,Male,None,Unemployed,2,5,Rural,70.91,184.49,4618.23,204,6,14.76,0.000404,Weekly,5,Agriculture,0,None,0,1,0,421,10.45,-0.16,1,1,1
3d7e4bd9-e767-4fd1-a985-124b6deb4e1f,19,Male,Secondary,Self-employed,3,4,Urban,155.44,520.2,13771.66,73,6,15.03,0.000412,Bi-weekly,4,Education,1,Vehicle,0,1,0,634,5.0,1.31,0,0,0
d8723e2c-90b2-4825-9f3f-3c72755de298,23,Male,Primary,Informal,3,3,Rural,162.2,423.86,11096.53,254,3,16.9,0.000463,Weekly,6,Agriculture,0,None,0,1,1,379,11.16,-0.01,0,0,1
e4b93edb-b4b6-4476-9319-87438f4ea6c1,40,Female,Secondary,Salaried,20,6,Rural,172.78,324.56,8408.24,311,3,20.26,0.000555,Bi-weekly,4,Trading,1,Equipment,1,4,0,501,8.97,3.79,0,0,0
15db0c19-d25e-4b92-97e8-b713bf5d48ca,24,Female,Tertiary,Unemployed,3,5,Urban,439.86,1040.72,27478.5,48,12,12.56,0.000344,Monthly,3,Health,0,None,1,1,0,641,7.26,2.89,0,0,0
9444b9a1-a0e0-499f-82ba-6c346344253c,30,Male,Primary,Self-employed,4,6,Rural,65.15,295.11,7128.79,157,6,18.15,0.000497,Weekly,3,Agriculture,1,Equipment,1,3,1,329,7.11,6.86,0,1,1
ea5281ab-5944-45a1-97a4-5fc6b50e654b,51,Male,Tertiary,Informal,9,6,Urban,1021.12,2000.0,50000.0,42,12,20.13,0.000552,Weekly,2,Health,0,None,0,2,2,523,8.62,3.68,0,0,1
4f52f48e-67ab-4e20-817d-f184458f0c73,31,Male,Secondary,Salaried,6,8,Rural,167.04,176.54,4708.74,33,12,19.11,0.000524,Monthly,2,Agriculture,0,None,1,2,0,403,11.83,5.58,0,0,0
7176423f-b683-4cf9-8d9b-6faa48189e05,44,Female,Primary,Salaried,5,8,Urban,233.05,888.11,22520.26,224,12,12.99,0.000356,Monthly,3,Trading,0,None,0,1,0,612,9.86,3.62,0,0,0
167f7e69-a560-4715-80d0-68dbc8bf2a15,24,Male,Primary,Informal,6,7,Rural,142.55,99.28,2367.75,134,3,18.67,0.000511,Monthly,3,Education,0,None,1,2,1,427,10.24,1.81,0,1,1
7b5b96fd-4ee5-4ad3-a94d-fe3079e80e1c,33,Female,Tertiary,Salaried,1,4,Urban,417.31,1223.58,28689.52,322,12,15.86,0.000434,Bi-weekly,3,Trading,0,None,1,1,0,653,14.77,1.77,0,0,0
40d89ca2-3f49-4ca2-8865-583f6fcb2c17,24,Female,Secondary,Informal,5,2,Urban,112.17,170.92,4471.87,126,9,11.42,0.000313,Weekly,1,Agriculture,0,None,1,4,0,705,13.38,2.12,0,0,0
ec8505c1-709d-4944-932c-1d2585e45e25,31,Female,Primary,Self-employed,2,4,Rural,104.4,421.79,10196.54,125,9,11.81,0.000324,Bi-weekly,5,Agriculture,0,None,1,2,1,427,12.5,0.36,0,0,0
1995140f-150f-4e8a-b864-18445a7dc390,45,Female,Primary,Self-employed,10,5,Rural,131.51,719.3,17928.56,24,12,11.0,0.000301,Weekly,0,Services,0,None,1,2,0,571,9.1,5.26,0,0,0
ae63f3cb-da2b-4fda-8084-2f3ff4f3830c,18,Male,Secondary,Informal,2,3,Rural,173.61,452.22,12262.49,157,6,15.37,0.000421,Monthly,1,Trading,0,None,0,2,0,679,12.42,8.0,0,0,0
592ed8b5-1a39-45e4-a5de-6cd9eae98e95,40,Male,Secondary,Informal,18,6,Urban,344.64,682.16,16195.44,147,9,15.82,0.000433,Weekly,5,Education,0,None,1,3,1,489,11.77,8.0,1,1,1
a8e1d3ca-2c82-4aaa-80c7-98d4f182c080,38,Female,Secondary,Informal,5,5,Rural,248.24,517.14,13847.93,32,9,15.34,0.00042,Weekly,2,Education,0,None,1,2,2,458,13.59,1.31,0,0,1
1611c6e5-6159-43a9-bb99-327ac760274e,28,Female,Tertiary,Self-employed,5,3,Rural,186.4,323.3,7597.61,351,9,12.29,0.000337,Monthly,5,Agriculture,0,None,0,2,0,633,14.51,2.02,1,1,1
2a52084b-8063-4299-92d9-5c3395eff3a4,18,Female,None,Informal,0,8,Urban,117.6,561.29,15041.99,320,6,11.8,0.000323,Bi-weekly,3,Trading,0,None,1,2,0,569,16.24,1.32,0,0,0
10c9ebb7-f5da-489a-80ee-798e7b2613b1,36,Female,Secondary,Self-employed,5,6,Rural,210.07,448.76,11334.63,168,18,16.06,0.00044,Monthly,4,Health,0,None,1,3,0,491,8.86,-0.05,0,0,0
ccff2bf0-c463-41f6-9bea-e9116fa1d5aa,29,Male,Secondary,Self-employed,4,5,Urban,142.39,59.71,1339.89,44,12,17.12,0.000469,Weekly,2,Trading,1,Land,1,0,0,633,11.56,6.2,0,0,0
45494771-8cb2-4758-a8bb-183655042dfc,38,Female,Primary,Informal,12,7,Rural,158.57,620.66,14383.42,220,6,15.16,0.000415,Bi-weekly,2,Health,0,None,1,2,0,592,8.39,3.32,0,0,0
d16ffd7f-1940-4bb1-befc-42e627e97158,35,Female,Tertiary,Self-employed,6,3,Urban,348.1,1036.84,24584.95,136,6,12.4,0.00034,Weekly,4,Agriculture,1,Equipment,1,2,1,516,5.17,-0.21,0,0,0
